"Groups","Category","Barcode Ref","Product Name","Cost","Selling Price","VAT £","Expr1007","Gross Margin £","Gross Margin %","Qty Stock (Current Mth)","Sales Value (Current Mth)","Stock Value (Current Mth)","Purchases Qty","Sales Qty","Gross Margin £ Total","Net Selling Price"
"Kid's Gifts","Dressing-up","5060016112123","Dagger","1,91","5,00","0,83","4,17","2,26","45,13%","50,00","379,47","95,50","0,00","91,00","205,36","4,17"
"Kid's Gifts","Dressing-up","5060016112130","Sword","2,24","7,00","1,17","5,83","3,59","51,33%","55,00","239,03","123,20","0,00","41,00","147,33","5,83"
"Kid's Gifts","Dressing-up","766416765437","Theatre Blood","1,53","4,50","0,75","3,75","2,22","49,33%","126,00","157,50","192,78","0,00","42,00","93,24","3,75"
"Gifts","Earrings","09010401","Rose Earrings","5,00","16,00","2,67","13,33","8,33","52,08%","12,00","173,29","60,00","0,00","13,00","108,33","13,33"
"Gifts","Earrings","53666971","Mask Earrings","2,10","6,00","1,00","5,00","2,90","48,33%","132,00","325,00","277,20","0,00","65,00","188,50","5,00"
"Gifts","Earrings","666","Oak Leaf Earrings","8,70","25,00","4,17","20,83","12,13","48,53%","10,00","0,00","87,00","0,00","0,00","0,00","20,83"
"Kid's Gifts","Edibles","369","Quote Lolly","0,53","2,00","0,33","1,67","1,14","56,83%","1.116,00","639,61","591,48","0,00","383,00","435,36","1,67"
"Kid's Gifts","Edibles","95876","Mini Chocolate Bar","0,49","1,00","0,17","0,83","0,34","34,33%","1.863,00","420,81","912,87","0,00","507,00","174,05","0,83"
"Kid's Gifts","Edibles","22589","Globe Theatre Mints","0,46","2,00","0,30","1,70","1,24","62,11%","466,00","173,40","214,36","0,00","102,00","126,69","1,70"
"Gifts","Games","68332528","Globe Jigsaw","3,40","1,00","0,17","0,83","-2,57","-256,67%","14,00","73,04","47,60","0,00","88,00","-225,87","0,83"
"Gifts","Games","5025822460028","Brainbites","3,40","8,99","1,34","7,65","4,25","47,29%","77,00","153,00","261,80","0,00","20,00","85,02","7,65"
"Cards & Postcards","Globe Card","135","Bard Card","0,76","2,00","0,30","1,70","0,95","47,26%","477,00","8,50","361,09","0,00","5,00","4,73","1,70"
"Cards & Postcards","Globe Card","442581","Globe Woodcut Card","0,97","2,50","0,42","2,08","1,11","44,53%","27,00","66,56","26,19","0,00","32,00","35,63","2,08"
"Cards & Postcards","Globe Card","5123369","Wood Cut Card","0,53","1,00","0,15","0,85","0,32","32,11%","2.106,00","14,45","1.116,18","0,00","17,00","5,46","0,85"
"Cards & Postcards","Globe Card","75577856","Gates Card","0,53","1,00","0,15","0,85","0,32","32,11%","187,00","35,70","99,11","0,00","42,00","13,49","0,85"
"Gifts","Globe Music","10000404","Such Sweet Sorrow","4,00","6,99","1,17","5,83","1,83","26,11%","22,00","5,83","88,00","0,00","1,00","1,83","5,83"
"Gifts","Globe Music","998855441","R&J 2009 CD","3,79","6,00","1,00","5,00","1,21","20,17%","10,00","85,00","37,90","0,00","17,00","20,57","5,00"
"Gifts","Globe Music","6655995","Merry Wives Globe CD","6,75","9,00","1,50","7,50","0,75","8,33%","121,00","37,50","816,75","0,00","5,00","3,75","7,50"
"Gifts","Globe Music","46887412","Elizabethan Street Songs","1,45","9,99","1,67","8,33","6,88","68,82%","0,00","0,00","0,00","0,00","0,00","0,00","8,33"
"Gifts","Globe Music","1596","But What Are Kings? CD","2,79","6,99","1,04","5,95","3,16","45,19%","38,00","17,85","106,02","0,00","3,00","9,48","5,95"
"Gifts","Globe Music","10000402","Macbeth Jazz","4,50","6,99","1,04","5,95","1,45","20,73%","40,00","11,90","180,00","0,00","2,00","2,90","5,95"
"Gifts","Globe Music","33765111","In Extremis","4,50","6,99","1,04","5,95","1,45","20,73%","17,00","11,90","76,50","0,00","2,00","2,90","5,95"
"No longer Stocked","Ha Ha","9999999999999","KA-BOOM!","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"Clothing & Bags","Headgear","6699955","Logo Beanie","2,10","6,00","0,89","5,11","3,01","50,11%","443,00","163,52","930,30","0,00","32,00","96,20","5,11"
"Clothing & Bags","Headgear","74419364","Yorick Beanie","2,00","6,00","1,00","5,00","3,00","50,00%","194,00","180,00","388,00","0,00","36,00","108,00","5,00"
"Clothing & Bags","Headgear","2222","Baseball Cap","2,59","8,00","1,33","6,67","4,08","50,96%","469,00","133,40","1.214,71","0,00","20,00","81,53","6,67"
"Clothing & Bags","Headgear","2214","Yorick Cap","3,00","8,00","1,33","6,67","3,67","45,83%","0,00","0,00","0,00","0,00","0,00","0,00","6,67"
"Clothing & Bags","Hoodie","58714114","Monks Hoodie","11,00","30,00","5,00","25,00","14,00","46,67%","134,00","875,00","1.474,00","0,00","35,00","490,00","25,00"
"Clothing & Bags","Hoodie","55881122","Stage Hoodie","11,50","30,00","4,47","25,53","14,03","46,77%","101,00","331,89","1.161,50","0,00","13,00","182,41","25,53"
"Gifts","Keyring","5521","Yorick Keyring","0,43","2,00","0,33","1,67","1,24","61,83%","101,00","68,47","43,43","0,00","41,00","50,70","1,67"
"Gifts","Keyring","665749","Ophelia Song Keyring","1,50","4,00","0,67","3,33","1,83","45,83%","94,00","23,31","141,00","0,00","7,00","12,83","3,33"
"Gifts","Keyring","665747","Damned Spot Keyring","1,50","4,00","0,67","3,33","1,83","45,83%","93,00","23,31","139,50","0,00","7,00","12,83","3,33"
"Gifts","Keyring","56894","AYLI Keyring","0,53","2,50","0,42","2,08","1,55","62,13%","195,00","95,68","103,35","0,00","46,00","71,45","2,08"
"Gifts","Keyring","2764","Faustus Keyring","1,50","4,00","0,67","3,33","1,83","45,83%","0,00","0,00","0,00","0,00","0,00","0,00","3,33"
"Gifts","Keyring","2597","All's Well Keyring","1,50","4,00","0,67","3,33","1,83","45,83%","0,00","0,00","0,00","0,00","0,00","0,00","3,33"
"Gifts","Keyring","10069827","shakespeare keyring","1,15","3,50","0,58","2,92","1,77","50,48%","909,00","376,68","1.045,35","0,00","129,00","227,90","2,92"
"Gifts","Keyring","10000611","Theatre Keyring","0,69","3,00","0,45","2,55","1,86","62,11%","359,00","219,30","247,71","0,00","86,00","160,24","2,55"
"Gifts","Keyring","64323257","Romeo Keyring","0,33","2,00","0,33","1,67","1,33","66,68%","873,00","21,71","290,71","0,00","13,00","17,34","1,67"
"Gifts","Magnetic","25459958","Romeo Magnet","0,42","2,00","0,33","1,67","1,25","62,33%","7,00","0,00","2,94","0,00","0,00","0,00","1,67"
"Gifts","Magnetic","528895","Insults Quote Magnets","3,25","8,50","1,42","7,08","3,83","45,10%","361,00","212,40","1.173,25","0,00","30,00","115,00","7,08"
"Gifts","Magnetic","799","Shakespeare Magnet","0,80","3,00","0,50","2,50","1,70","56,67%","167,00","202,50","133,60","0,00","81,00","137,70","2,50"
"Gifts","Magnetic","66543885","OT Magnet","0,27","0,50","0,08","0,42","0,15","29,33%","329,00","35,28","88,83","0,00","84,00","12,32","0,42"
"Gifts","Magnetic","558822","Theatre Magnet","0,59","2,00","0,33","1,67","1,08","53,83%","421,00","185,37","248,39","0,00","111,00","119,51","1,67"
"Gifts","Magnetic","10000652","Magnet","0,58","3,00","0,50","2,50","1,92","64,00%","7.112,00","1.665,00","4.124,96","0,00","666,00","1.278,72","2,50"
"Gifts","Magnetic","5038680503158","King Lear Magnet","1,00","1,00","0,17","0,83","-0,17","-16,67%","114,00","5,81","114,00","0,00","7,00","-1,17","0,83"
"Gifts","Magnetic","528894","Love Quote Magnets","3,25","8,50","1,27","7,23","3,98","46,87%","266,00","93,99","864,50","0,00","13,00","51,79","7,23"
"Gifts","Magnetic","225894","Midsummer Mini Magnets","2,05","6,00","0,89","5,11","3,06","50,94%","414,00","127,75","848,70","0,00","25,00","76,41","5,11"
"Gifts","Magnetic","13598741","R&J Mini Magnets","2,60","6,00","1,00","5,00","2,40","40,00%","32,00","225,00","83,20","0,00","45,00","108,00","5,00"
"Services","Mail Order","96947823","Europe Postage","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"Services","Mail Order","76211523","World Postage","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","1,00","0,00","0,00"
"Services","Mail Order","13543145","UK Postage","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","4,00","0,00","0,00"
"Gifts","Mugs","258995","Shakespeare Mug","3,40","10,00","1,67","8,33","4,93","49,33%","129,00","433,16","438,60","0,00","52,00","256,53","8,33"
"Gifts","Mugs","10000688","Shot Glass","1,65","5,00","0,83","4,17","2,52","50,33%","772,00","241,86","1.273,80","0,00","58,00","145,97","4,17"
"Gifts","Mugs","912103","Stage Mug","2,49","8,00","1,33","6,67","4,18","52,21%","198,00","120,06","493,02","0,00","18,00","75,18","6,67"
"Gifts","Mugs","62716785","Mont/Cap Mug","1,38","7,00","1,17","5,83","4,45","63,62%","240,00","145,75","331,20","0,00","25,00","111,33","5,83"
"Gifts","Mugs","58752899","Orange Tree Mug","3,89","7,50","1,25","6,25","2,36","31,47%","52,00","56,25","202,28","0,00","9,00","21,24","6,25"
"Gifts","Mugs","554269","Quote Love Mug","2,49","8,00","1,33","6,67","4,18","52,21%","175,00","106,72","435,75","0,00","16,00","66,83","6,67"
"Gifts","Mugs","2687","Much Ado China Mug","2,89","8,00","1,33","6,67","3,78","47,21%","0,00","0,00","0,00","0,00","0,00","0,00","6,67"
"Gifts","Mugs","95941516","Midsummer Mug","1,99","8,00","1,33","6,67","4,68","58,46%","168,00","86,71","334,32","0,00","13,00","60,80","6,67"
"Gifts","Mugs","22658","Damned Spot Mug","2,29","8,00","1,33","6,67","4,38","54,71%","135,00","693,68","309,15","0,00","104,00","455,18","6,67"
"Gifts","Mugs","2252","Mistress Mug","2,76","3,00","0,50","2,50","-0,26","-8,67%","142,00","90,00","391,92","0,00","36,00","-9,36","2,50"
"Gifts","Mugs","2251","Master Mug","2,76","3,00","0,50","2,50","-0,26","-8,67%","90,00","75,00","248,40","0,00","30,00","-7,80","2,50"
"Gifts","Mugs","0845070","Thought is Free Mug","2,09","8,00","1,19","6,81","4,72","58,98%","247,00","143,01","516,23","0,00","21,00","99,09","6,81"
"Gifts","Mugs","15697422","Globe Theatre Mug","2,49","8,00","1,33","6,67","4,18","52,21%","160,00","286,81","398,40","0,00","43,00","179,60","6,67"
"Gifts","Mugs","2356","Ophelia's Song Mug","0,00","8,00","1,33","6,67","6,67","83,33%","0,00","0,00","0,00","0,00","0,00","0,00","6,67"
"Gifts","Mugs","1589435","R&J Mug","2,29","8,00","1,33","6,67","4,38","54,71%","199,00","220,11","455,71","0,00","33,00","144,43","6,67"
"Gifts","Neck","128","Pearl Necklace","10,00","25,00","3,72","21,28","11,28","45,11%","6,00","0,00","60,00","0,00","0,00","0,00","21,28"
"Gifts","Neck","888","Oak Leaf Pendant","10,86","30,00","5,00","25,00","14,14","47,13%","7,00","75,00","76,02","0,00","3,00","42,42","25,00"
"Gifts","Neck","795","Apollo Pendant","16,20","40,00","5,96","34,04","17,84","44,61%","2,00","0,00","32,40","0,00","0,00","0,00","34,04"
"Gifts","Neck","791","Minotaur gate pendant","16,00","40,00","6,67","33,33","17,33","43,33%","10,00","66,66","160,00","0,00","2,00","34,67","33,33"
"Gifts","Neck","786","Globe exterior pendant","16,20","40,00","6,67","33,33","17,13","42,83%","13,00","0,00","210,60","0,00","0,00","0,00","33,33"
"Gifts","Neck","4779","Leather Flower Necklace","2,40","8,00","1,19","6,81","4,41","55,11%","33,00","27,24","79,20","0,00","4,00","17,63","6,81"
"Gifts","Neck","127","Wooden Horse Pendant","7,00","18,00","2,68","15,32","8,32","46,22%","1,00","0,00","7,00","0,00","0,00","0,00","15,32"
"Gifts","Neck","125","Bird Pendant","5,00","12,50","1,86","10,64","5,64","45,11%","1,00","21,28","5,00","0,00","2,00","11,28","10,64"
"Gifts","Neck","09010201","Rose Pendant","6,00","20,00","3,33","16,67","10,67","53,33%","19,00","150,03","114,00","0,00","9,00","96,00","16,67"
"Gifts","Neck","77651287","Mask Pendant","1,96","6,00","1,00","5,00","3,04","50,67%","134,00","470,00","262,64","0,00","94,00","285,76","5,00"
"Stationary","Notebook","22564","Damned Spot Journal","8,00","20,00","3,33","16,67","8,67","43,33%","86,00","33,34","688,00","0,00","2,00","17,33","16,67"
"Stationary","Notebook","559984","A6 Pad","0,37","2,50","0,42","2,08","1,71","68,53%","109,00","245,44","40,33","0,00","118,00","202,17","2,08"
"Stationary","Notebook","8855441","Spot Pad","0,42","3,00","0,45","2,55","2,13","71,11%","124,00","165,75","52,08","0,00","65,00","138,66","2,55"
"Stationary","Notebook","662211","Verona Notebook","1,35","2,00","0,33","1,67","0,32","15,83%","399,00","36,74","538,65","0,00","22,00","6,97","1,67"
"Stationary","Notebook","63753413","A7 Pad","0,28","1,00","0,17","0,83","0,55","55,33%","406,00","117,86","113,68","0,00","142,00","78,57","0,83"
"Stationary","Notebook","2596","All's Well Leather Journal","8,00","20,00","3,33","16,67","8,67","43,33%","0,00","0,00","0,00","0,00","0,00","0,00","16,67"
"Stationary","Notebook","25897542","Ophelia's Song Journal","8,00","20,00","3,33","16,67","8,67","43,33%","72,00","200,04","576,00","0,00","12,00","104,00","16,67"
"Stationary","Notebook","25568","Tempest Pen Book","3,48","8,00","1,33","6,67","3,19","39,83%","397,00","153,41","1.381,56","0,00","23,00","73,29","6,67"
"Stationary","Notebook","22784","Midsummer Mini Pad","0,70","2,50","0,37","2,13","1,43","57,11%","411,00","129,93","287,70","0,00","61,00","87,09","2,13"
"Stationary","Notebook","2765","Faustus Leather Journal","8,00","20,00","3,33","16,67","8,67","43,33%","0,00","0,00","0,00","0,00","0,00","0,00","16,67"
"Cards & Postcards","Other Card","10000394","Etching Card","0,57","2,50","0,42","2,08","1,51","60,53%","2.210,00","170,56","1.259,70","0,00","82,00","124,09","2,08"
"Cards & Postcards","Other Card","226987","Panorama Card","0,80","2,50","0,37","2,13","1,33","53,11%","181,00","19,17","144,80","0,00","9,00","11,95","2,13"
"Cards & Postcards","Other Card","5060037870064","Shakespeare In London Card","0,30","0,80","0,13","0,67","0,37","45,83%","753,00","185,59","225,90","0,00","277,00","101,58","0,67"
"Cards & Postcards","Other Card","555245","London Card","0,85","2,50","0,37","2,13","1,28","51,11%","28,00","115,02","23,80","0,00","54,00","69,00","2,13"
"Cards & Postcards","Other Card","75467376","Schuch Card","2,00","5,00","0,83","4,17","2,17","43,33%","124,00","58,38","248,00","0,00","14,00","30,33","4,17"
"Clothing & Bags","Other Clothing","1521","Wasted Time Watch","7,20","20,00","3,33","16,67","9,47","47,33%","122,00","116,69","878,40","0,00","7,00","66,27","16,67"
"Clothing & Bags","Other Clothing","778891","R&J Cami Top","3,60","9,00","1,34","7,66","4,06","45,11%","22,00","137,88","79,20","0,00","18,00","73,07","7,66"
"Clothing & Bags","Other Clothing","5514","Yorick Wristband","1,49","4,00","0,60","3,40","1,91","47,86%","453,00","74,80","674,97","0,00","22,00","42,11","3,40"
"Clothing & Bags","Other Clothing","2668","Midsummer Knickers","2,20","3,00","0,50","2,50","0,30","10,00%","54,00","17,50","118,80","0,00","7,00","2,10","2,50"
"Clothing & Bags","Other Clothing","225489","Neck Ruff","11,55","30,00","4,47","25,53","13,98","46,61%","20,00","76,59","231,00","0,00","3,00","41,95","25,53"
"Clothing & Bags","Other Clothing","05080401","Polo Shirt","6,00","16,00","2,67","13,33","7,33","45,83%","39,00","239,94","234,00","0,00","18,00","132,00","13,33"
"Clothing & Bags","Other Clothing","2345812","Stage Patch","0,68","2,00","0,30","1,70","1,03","51,36%","860,00","35,70","580,50","0,00","21,00","21,57","1,70"
"Gifts","Other Gifts","2258","Oak Tree","4,30","10,00","1,67","8,33","4,03","40,33%","243,00","49,98","1.044,90","0,00","6,00","24,20","8,33"
"Gifts","Other Gifts","9780764952098","2011 Calendar","3,99","5,00","0,00","5,00","1,01","20,20%","12,00","230,00","47,88","0,00","46,00","46,46","5,00"
"Gifts","Other Gifts","8251","Prop Skull","20,00","50,00","8,33","41,67","21,67","43,33%","12,00","458,37","240,00","0,00","11,00","238,33","41,67"
"Gifts","Other Gifts","6589","Money Pot","2,00","5,00","0,83","4,17","2,17","43,33%","147,00","33,36","294,00","0,00","8,00","17,33","4,17"
"Gifts","Other Gifts","5060016110020","Oak Sword","8,88","24,00","3,57","20,43","11,55","48,11%","10,00","0,00","88,80","0,00","0,00","0,00","20,43"
"Gifts","Other Gifts","9781898302018","Wildgoose Map","0,50","2,00","0,33","1,67","1,17","58,33%","1.403,00","105,21","701,50","0,00","63,00","73,50","1,67"
"Gifts","Other Gifts","2299778","Oyster Card Wallet","0,46","2,00","0,33","1,67","1,21","60,33%","454,00","187,04","208,84","0,00","112,00","135,15","1,67"
"Gifts","Other Gifts","1323589","Mirror","0,80","1,00","0,17","0,83","0,03","3,33%","482,00","54,78","385,60","0,00","66,00","2,20","0,83"
"Gifts","Other Gifts","11549988","Globe Theatre Model","6,50","16,00","2,67","13,33","6,83","42,71%","14,00","239,94","91,00","0,00","18,00","123,00","13,33"
"Gifts","Other Gifts","11549987","Shakespeare or Bust!","6,00","20,00","3,33","16,67","10,67","53,33%","348,00","283,39","2.088,00","0,00","17,00","181,33","16,67"
"Gifts","Other Gifts","10000686","Paper Model","2,90","8,00","1,33","6,67","3,77","47,08%","263,00","400,20","762,70","0,00","60,00","226,00","6,67"
"Gifts","Other Gifts","10000682","Blanket","10,00","25,00","4,17","20,83","10,83","43,33%","84,00","41,66","840,00","0,00","2,00","21,67","20,83"
"Gifts","Other Gifts","394110","Yorick Tattoos","0,31","1,50","0,25","1,25","0,94","62,67%","670,00","10,00","207,70","0,00","8,00","7,52","1,25"
"Gifts","Other Gifts","2004903","Rose Theatre Model","2,90","8,00","1,19","6,81","3,91","48,86%","57,00","47,67","165,30","0,00","7,00","27,36","6,81"
"Gifts","Other Homewares","150683","Wine Quote Coasters","2,15","6,00","1,00","5,00","2,85","47,50%","160,00","215,00","344,00","0,00","43,00","122,55","5,00"
"Gifts","Other Homewares","803","Lacework Cushion","17,50","30,00","5,00","25,00","7,50","25,00%","3,00","0,00","52,50","0,00","0,00","0,00","25,00"
"Gifts","Other Homewares","3569556","Elizabethan Spoon","2,55","8,00","1,33","6,67","4,12","51,46%","95,00","113,39","242,25","0,00","17,00","69,98","6,67"
"Gifts","Other Homewares","269987","Much Ado Tea Towel","2,00","8,00","1,33","6,67","4,67","58,33%","0,00","0,00","0,00","0,00","0,00","0,00","6,67"
"Gifts","Other Homewares","150682","Love Quote Coasters","2,15","6,00","0,89","5,11","2,96","49,27%","21,00","112,42","45,15","0,00","22,00","65,04","5,11"
"Gifts","Other Homewares","1326600","Insults Tea Towel","2,00","8,00","1,33","6,67","4,67","58,33%","102,00","240,12","204,00","0,00","36,00","168,00","6,67"
"Gifts","Other Homewares","1326598","Damned Spot Tea Towel","2,00","8,00","1,33","6,67","4,67","58,33%","238,00","546,94","476,00","0,00","82,00","382,67","6,67"
"Gifts","Other Homewares","1235566","Water Bottle","3,85","10,00","1,67","8,33","4,48","44,83%","406,00","74,97","1.563,10","0,00","9,00","40,35","8,33"
"Gifts","Other Homewares","3355","Love Quote Tea Towel","2,00","8,00","1,33","6,67","4,67","58,33%","551,00","186,76","1.102,00","0,00","28,00","130,67","6,67"
"Gifts","Other Jewellery","777","Oak Leaf Cufflink","10,86","30,00","5,00","25,00","14,14","47,13%","8,00","50,00","86,88","0,00","2,00","28,28","25,00"
"Gifts","Other Jewellery","794","Apollo Cufflinks","16,20","40,00","5,96","34,04","17,84","44,61%","1,00","0,00","16,20","0,00","0,00","0,00","34,04"
"Gifts","Other Jewellery","792","Gates Cufflinks","16,20","40,00","5,96","34,04","17,84","44,61%","6,00","34,04","97,20","0,00","1,00","17,84","34,04"
"Gifts","Other Jewellery","789","To Be Cufflinks","16,20","40,00","6,67","33,33","17,13","42,83%","21,00","233,31","340,20","0,00","7,00","119,93","33,33"
"Gifts","Other Jewellery","221","Skull Charm","10,00","20,00","3,33","16,67","6,67","33,33%","21,00","0,00","210,00","0,00","0,00","0,00","16,67"
"Gifts","Other Jewellery","788","Minotaur gate Cufflinks","16,20","40,00","6,67","33,33","17,13","42,83%","11,00","0,00","178,20","0,00","0,00","0,00","33,33"
"Gifts","Other Jewellery","785","Globe exterior Cufflinks","16,20","40,00","6,67","33,33","17,13","42,83%","15,00","0,00","243,00","0,00","0,00","0,00","33,33"
