"Groups","Category","Barcode Ref","Product Name","Cost","Selling Price","VAT £","Expr1007","Gross Margin £","Gross Margin %","Qty Stock (Current Mth)","Sales Value (Current Mth)","Stock Value (Current Mth)","Purchases Qty","Sales Qty","Gross Margin £ Total","Net Selling Price"
"Books","(play Texts) Complete Works","9781905716777","Colour Complete Works","15,00","25,00","0,00","25,00","10,00","40,00%","9,00","175,00","135,00","0,00","7,00","70,00","25,00"
"Books","(play Texts) Complete Works","9781903436615","Arden Complete Works","10,79","17,99","0,00","17,99","7,20","40,02%","3,00","0,00","32,37","0,00","0,00","0,00","17,99"
"Books","(play Texts) Complete Works","9781903436394","Leather Complete Works","59,99","99,99","0,00","99,99","40,00","40,00%","1,00","0,00","59,99","0,00","0,00","0,00","99,99"
"Books","(play Texts) Complete Works","9780760703328","Complete Works Leather","12,50","25,00","0,00","25,00","12,50","50,00%","0,00","75,00","0,00","0,00","3,00","37,50","25,00"
"Books","(play Texts) Complete Works","9780199267187","Oxford","10,19","16,99","0,00","16,99","6,80","40,02%","5,00","16,99","50,95","0,00","1,00","6,80","16,99"
"Books","(play Texts) Complete Works","9780230200951","RSC Complete Works","11,99","19,99","0,00","19,99","8,00","40,02%","2,00","39,98","23,98","0,00","2,00","16,00","19,99"
"Books","(play Texts) Mini","9781904346074","Othello Mini Book","2,00","5,00","0,00","5,00","3,00","60,00%","287,00","40,00","574,00","0,00","8,00","24,00","5,00"
"Books","(play Texts) Mini","9781904346006","Romeo & Juliet Mini","2,00","5,00","0,00","5,00","3,00","60,00%","457,00","315,00","914,00","0,00","63,00","189,00","5,00"
"Books","(play Texts) Mini","9781904346135","Much Ado About Nothing Mini","1,90","5,00","0,00","5,00","3,10","62,00%","574,00","115,00","1.090,60","0,00","23,00","71,30","5,00"
"Books","(play Texts) Mini","9781904346104","King Lear Mini","2,00","5,00","0,00","5,00","3,00","60,00%","192,00","50,00","384,00","0,00","10,00","30,00","5,00"
"Books","(play Texts) Mini","9781904346098","As You Like It Mini","1,90","5,00","0,00","5,00","3,10","62,00%","196,00","50,00","372,40","0,00","10,00","31,00","5,00"
"Books","(play Texts) Mini","9781904346081","Henry V Mini","2,00","5,00","0,00","5,00","3,00","60,00%","202,00","5,00","404,00","0,00","1,00","3,00","5,00"
"Books","(play Texts) Mini","9781904346057","Taming of the Shrew Mini","2,10","5,00","0,00","5,00","2,90","58,00%","49,00","5,00","102,90","0,00","1,00","2,90","5,00"
"Books","(play Texts) Mini","9781904346043","Twelfth Night Mini","1,90","5,00","0,00","5,00","3,10","62,00%","261,00","75,00","495,90","0,00","15,00","46,50","5,00"
"Books","(play Texts) Mini","9781904346036","Macbeth Mini","2,00","5,00","0,00","5,00","3,00","60,00%","469,00","225,00","938,00","0,00","45,00","135,00","5,00"
"Books","(play Texts) Mini","9781904346012","Midsummer Night's Dream Mini","2,00","5,00","0,00","5,00","3,00","60,00%","457,00","230,00","914,00","0,00","46,00","138,00","5,00"
"Books","(play Texts) Mini","9781904346067","Merchant of Venice Mini","2,10","5,00","0,00","5,00","2,90","58,00%","98,00","10,00","205,80","0,00","2,00","5,80","5,00"
"Books","(play Texts) Mini","9781904346029","Hamlet Mini","2,00","5,00","0,00","5,00","3,00","60,00%","443,00","195,00","886,00","0,00","39,00","117,00","5,00"
"Books","(play Texts) Oxford","9780199537143","Oxford King John","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","0,00","9,58","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199536146","Oxford Comedy of Errors","4,79","7,99","0,00","7,99","3,20","40,05%","9,00","0,00","43,11","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199536153","Oxford As You Like It","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","23,97","14,37","0,00","3,00","9,60","7,99"
"Books","(play Texts) Oxford","9780199536504","Oxford Cymbeline","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","0,00","9,58","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199536511","Oxford Henry V","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199536535","Oxford Trolius","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199536825","Oxford Merry Wives","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","15,98","14,37","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199536832","Oxford Pericles","4,79","7,99","1,33","6,66","1,87","23,38%","1,00","6,66","4,79","0,00","1,00","1,87","6,66"
"Books","(play Texts) Oxford","9780199537105","Oxford Henry 6 / 1","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199537112","Oxford Henry 6 / 3","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(play Texts) Oxford","9780199537136","Henry IV Part 2","4,79","7,99","0,00","7,99","3,20","40,05%","24,00","0,00","114,96","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199537426","Oxford Henry 6 / 2","5,39","8,99","0,00","8,99","3,60","40,04%","3,00","0,00","16,17","0,00","0,00","0,00","8,99"
"Books","(play Texts) Oxford","9780199537433","Oxford Henry VIII","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","15,98","9,58","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199537440","Oxford Timon of Athens","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","7,99","9,58","0,00","1,00","3,20","7,99"
"Books","(play Texts) Oxford","9780199537457","Oxford Two Noble Kinsmen","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199535842","Measure for Measure Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","15,98","9,58","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199536139","Oxford Henry 4 / 1","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","0,00","9,58","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199537129","Oxford All's Well","4,79","7,99","0,00","7,99","3,20","40,05%","1,00","31,96","4,79","0,00","4,00","12,80","7,99"
"Books","(play Texts) Oxford","9780199535835","Macbeth Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","6,00","15,98","28,74","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199535781","Oxford Anthony & Cleopatra","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199535866","Midsummer Dream Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","15,98","19,16","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199536122","Oxford Julius Caesar","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","15,98","19,16","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199535798","Sonnets & Poems Oxford","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(play Texts) Oxford","9780199535804","Coriolanus Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199535828","King Lear Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","15,98","14,37","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199535859","Merchant of Venice Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","7,99","19,16","0,00","1,00","3,20","7,99"
"Books","(play Texts) Oxford","9780199535910","Winter's Tale Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","1,00","7,99","4,79","0,00","1,00","3,20","7,99"
"Books","(play Texts) Oxford","9780199536115","Much Ado Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","11,00","23,97","52,69","0,00","3,00","9,60","7,99"
"Books","(play Texts) Oxford","9780199536108","Oxford Titus","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","15,98","9,58","0,00","2,00","6,40","7,99"
"Books","(play Texts) Oxford","9780199535811","Hamlet Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","8,00","39,95","38,32","0,00","5,00","16,00","7,99"
"Books","(play Texts) Oxford","9780199536092","Oxford Twelfth Night","4,79","7,99","0,00","7,99","3,20","40,05%","6,00","7,99","28,74","0,00","1,00","3,20","7,99"
"Books","(play Texts) Oxford","9780199535873","Othello Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","0,00","19,16","0,00","0,00","0,00","7,99"
"Books","(play Texts) Oxford","9780199535903","The Tempest Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","6,00","7,99","28,74","0,00","1,00","3,20","7,99"
"Books","(play Texts) Oxford","9780199535897","Romeo & Juliet Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","63,92","19,16","0,00","8,00","25,60","7,99"
"Books","(play Texts) Oxford","9780199535880","Richard III Oxford","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","7,99","9,58","0,00","1,00","3,20","7,99"
"Books","(play Texts) Penguin","9780141016672","Comedy of Errors Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","5,00","0,00","23,95","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141021997","Sonnets & A Lover's Complaint","5,39","8,99","0,00","8,99","3,60","40,04%","8,00","0,00","43,12","0,00","0,00","0,00","8,99"
"Books","(play Texts) Penguin","9780141016474","Merry Wives of Windsor Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","7,99","14,37","0,00","1,00","3,20","7,99"
"Books","(play Texts) Penguin","9780141016603","Alls Well That Ends Well Peng","5,40","8,99","0,00","8,99","3,60","39,99%","9,00","26,97","48,56","0,00","3,00","10,79","8,99"
"Books","(play Texts) Penguin","9780141016610","Timon Penguin","3,19","9,99","0,00","9,99","6,80","68,07%","9,00","0,00","28,71","0,00","0,00","0,00","9,99"
"Books","(play Texts) Penguin","9780146003738","Penguin Sonnets","3,59","5,99","0,00","5,99","2,40","40,07%","19,00","59,90","68,21","0,00","10,00","24,00","5,99"
"Books","(play Texts) Penguin","9780141016634","Penguin Richard II","5,39","8,99","0,00","8,99","3,60","40,04%","15,00","0,00","80,85","0,00","0,00","0,00","8,99"
"Books","(play Texts) Penguin","9780141015514","Taming of the Shrew Penguin","5,39","8,99","0,00","8,99","3,60","40,04%","3,00","17,98","16,17","0,00","2,00","7,20","8,99"
"Books","(play Texts) Penguin","9780141016498","Coriolanus Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","0,00","9,58","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141016696","Troilus & Cressida Penguin","3,59","7,99","0,00","7,99","4,40","55,07%","2,00","7,99","7,18","0,00","1,00","4,40","7,99"
"Books","(play Texts) Penguin","9780141016702","Henry IV/2 Penguin","5,99","9,99","0,00","9,99","4,00","40,04%","29,00","0,00","173,71","0,00","0,00","0,00","9,99"
"Books","(play Texts) Penguin","9780141017105","Henry VI/2 Penguin","5,39","8,99","0,00","8,99","3,60","40,04%","12,00","0,00","64,68","0,00","0,00","0,00","8,99"
"Books","(play Texts) Penguin","9780141017402","Henry VIII Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","8,00","15,98","38,32","0,00","2,00","6,40","7,99"
"Books","(play Texts) Penguin","9780141017495","Henry VI/1 Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","7,00","0,00","33,53","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141018430","Henry VI/3 Penguin","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(play Texts) Penguin","9780141020556","Love's Labour's Lost Penguin","4,19","6,99","0,00","6,99","2,80","40,06%","2,00","13,98","8,38","0,00","2,00","5,60","6,99"
"Books","(play Texts) Penguin","9780141016627","Two Gentlemen of Verona Peng","5,99","9,99","0,00","9,99","4,00","40,04%","2,00","0,00","11,98","0,00","0,00","0,00","9,99"
"Books","(play Texts) Penguin","9780141014708","Twelfth Night Penguin","4,19","7,99","0,00","7,99","3,80","47,56%","10,00","15,98","41,90","0,00","2,00","7,60","7,99"
"Books","(play Texts) Penguin","9780141019666","Titus Andronicus Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","7,99","9,58","0,00","1,00","3,20","7,99"
"Books","(play Texts) Penguin","9780141012278","As You Like It Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","7,99","14,37","0,00","1,00","3,20","7,99"
"Books","(play Texts) Penguin","9780141013954","Merchant of Venice Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","23,97","19,16","0,00","3,00","9,60","7,99"
"Books","(play Texts) Penguin","9780140707083","Henry V Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","2,00","0,00","9,58","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780140707298","Pericles Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","50,00","0,00","239,50","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141016641","The Tempest Penguin","0,00","6,99","0,00","6,99","6,99","99,99%","94,00","13,98","0,09","0,00","2,00","13,98","6,99"
"Books","(play Texts) Penguin","9780141012261","Romeo & Juliet Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","8,00","39,95","38,32","0,00","5,00","16,00","7,99"
"Books","(play Texts) Penguin","9780141012285","Antony & Cleopatra Penguin","4,19","6,99","0,00","6,99","2,80","40,06%","1,00","6,99","4,19","0,00","1,00","2,80","6,99"
"Books","(play Texts) Penguin","9780141012292","King Lear Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","5,00","7,99","23,95","0,00","1,00","3,20","7,99"
"Books","(play Texts) Penguin","9780141012308","Much Ado About Nothing Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","4,00","7,99","19,16","0,00","1,00","3,20","7,99"
"Books","(play Texts) Penguin","9780141012315","Othello Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","6,00","23,97","28,74","0,00","3,00","9,60","7,99"
"Books","(play Texts) Penguin","9780141013893","Winter's Tale Penguin","0,00","6,99","0,00","6,99","6,99","99,99%","185,00","0,00","0,19","0,00","0,00","0,00","6,99"
"Books","(play Texts) Penguin","9780141012605","Midsummer Night's Dream Peng","4,79","7,99","0,00","7,99","3,20","40,05%","6,00","15,98","28,74","0,00","2,00","6,40","7,99"
"Books","(play Texts) Penguin","9780141013039","Penguin Richard III","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","15,98","14,37","0,00","2,00","6,40","7,99"
"Books","(play Texts) Penguin","9780141013077","Hamlet Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","7,00","23,97","33,53","0,00","3,00","9,60","7,99"
"Books","(play Texts) Penguin","9780141013664","Henry IV/1 Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","12,00","0,00","57,48","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141013695","Macbeth Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","8,00","39,95","38,32","0,00","5,00","16,00","7,99"
"Books","(play Texts) Penguin","9780141013794","Penguin Henry V","4,79","7,99","0,00","7,99","3,20","40,05%","5,00","0,00","23,95","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141013800","Measure for Measure Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","14,00","0,00","67,06","0,00","0,00","0,00","7,99"
"Books","(play Texts) Penguin","9780141012391","Julius Caesar Penguin","4,19","6,99","0,00","6,99","2,80","40,06%","5,00","6,99","20,95","0,00","1,00","2,80","6,99"
"Books","(play Texts) Penguin","9780140707427","Cymbeline Penguin","4,79","7,99","0,00","7,99","3,20","40,05%","3,00","0,00","14,37","0,00","0,00","0,00","7,99"
"Books","(play Texts) Quotations","9781905716678","Sonnets","4,79","7,99","0,00","7,99","3,20","40,05%","9,00","319,60","43,11","0,00","40,00","128,00","7,99"
"Books","(play Texts) Quotations","9781848420991","anne boleyn play text","4,49","8,99","0,00","8,99","4,50","50,02%","8,00","89,90","35,94","0,00","10,00","44,97","8,99"
"Books","(play Texts) Quotations","9780571245024","Reading Sonnets","10,79","17,99","0,00","17,99","7,20","40,02%","4,00","17,99","43,16","0,00","1,00","7,20","17,99"
"Books","(play Texts) Quotations","9781408125076","Arden Dictionary of Quotations","5,99","9,99","0,00","9,99","4,00","40,04%","5,00","209,79","29,95","0,00","21,00","84,00","9,99"
"Books","(shakespeare) Authorship","9780571235773","Contested Will","5,39","8,99","0,00","8,99","3,60","40,04%","11,00","71,92","59,29","0,00","8,00","28,80","8,99"
"Books","(shakespeare) Biography","9780141023748","The Lodger","5,39","8,99","0,00","8,99","3,60","40,04%","14,00","8,99","75,46","0,00","1,00","3,60","8,99"
"Books","(shakespeare) Biography","9781845298234","Becoming Shakespeare","8,99","14,99","0,00","14,99","6,00","40,03%","8,00","0,00","71,92","0,00","0,00","0,00","14,99"
"Books","(shakespeare) Biography","9780749386559","Ackroyd Shakespeare","5,99","9,99","0,00","9,99","4,00","40,04%","13,00","59,94","77,87","0,00","6,00","24,00","9,99"
"Books","(shakespeare) Biography","9780719565748","Shakespeare Revealed","4,39","10,99","0,00","10,99","6,60","60,05%","2,00","10,99","8,78","0,00","1,00","6,60","10,99"
"Books","(shakespeare) Biography","9780712600989","Will in the World","5,39","8,99","0,00","8,99","3,60","40,04%","8,00","26,97","43,12","0,00","3,00","10,80","8,99"
"Books","(shakespeare) Biography","9780195051612","Documentary Life","8,39","13,99","0,00","13,99","5,60","40,03%","5,00","41,97","41,95","0,00","3,00","16,80","13,99"
"Books","(shakespeare) Biography","9780099599111","Shakespeare - Burgess","5,99","9,99","0,00","9,99","4,00","40,04%","6,00","9,99","35,94","0,00","1,00","4,00","9,99"
"Books","(shakespeare) Biography","9780007197903","Bryson - Shakespeare","4,79","7,99","0,00","7,99","3,20","40,05%","25,00","279,65","119,75","0,00","35,00","112,00","7,99"
"Books","(shakespeare) Biography","9780330458436","Genius of Shakespeare","5,39","8,99","0,00","8,99","3,60","40,04%","5,00","26,97","26,95","0,00","3,00","10,80","8,99"
"Books","(shakespeare) Biography","9780571214891","pocket guide Elizabethan","5,39","8,99","0,00","8,99","3,60","40,04%","13,00","17,98","70,07","0,00","2,00","7,20","8,99"
"Books","(shakespeare) Companions","9780750930604","The Player","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(shakespeare) Companions","9781904271543","Doing Shakespeare","7,19","11,99","0,00","11,99","4,80","40,03%","7,00","59,95","50,33","0,00","5,00","24,00","11,99"
"Books","(shakespeare) Companions","9781845433390","Shakespeare Encyclopedia","12,00","20,00","0,00","20,00","8,00","40,00%","16,00","100,00","192,00","0,00","5,00","40,00","20,00"
"Books","(shakespeare) Companions","9781598694536","Everything Shakespeare","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","119,88","17,97","0,00","12,00","48,00","9,99"
"Books","(shakespeare) Companions","9780719064234","Beginning Shakespeare","5,99","9,99","0,00","9,99","4,00","40,04%","4,00","9,99","23,96","0,00","1,00","4,00","9,99"
"Books","(shakespeare) Companions","9780521713931","Cambridge Companion","6,79","16,99","0,00","16,99","10,20","60,04%","1,00","0,00","6,79","0,00","0,00","0,00","16,99"
"Books","(shakespeare) Companions","9780521172455","Shakespeare Company 1564-1642","7,59","18,99","0,00","18,99","11,40","60,03%","7,00","0,00","53,13","0,00","0,00","0,00","18,99"
"Books","(shakespeare) Companions","9780415362467","The Basics","7,19","11,99","0,00","11,99","4,80","40,03%","9,00","35,97","64,71","0,00","3,00","14,40","11,99"
"Books","(shakespeare) Companions","9780141017136","Shakespeare & Co","5,39","8,99","0,00","8,99","3,60","40,04%","8,00","26,97","43,12","0,00","3,00","10,80","8,99"
"Books","(shakespeare) Companions","9780091926199","Shakespeare Almanac","10,00","20,00","0,00","20,00","10,00","50,00%","8,00","80,00","80,00","0,00","4,00","40,00","20,00"
"Books","(shakespeare) Companions","9780571237456","Pocket Guide To Plays","4,79","8,99","0,00","8,99","4,20","46,72%","9,00","98,89","43,11","0,00","11,00","46,20","8,99"
"Books","(shakespeare) Companions","9781845331283","Pocket Companion to Plays","5,39","8,99","0,00","8,99","3,60","40,04%","15,00","35,96","80,85","0,00","4,00","14,40","8,99"
"Books","(theatre) History","9780521140775","Actors Acting","11,99","15,99","0,00","15,99","4,00","25,02%","4,00","0,00","47,96","0,00","0,00","0,00","15,99"
"Books","(theatre) History","9780521729666","Shakespearean Stage","11,69","17,99","0,00","17,99","6,30","35,02%","10,00","53,97","116,90","0,00","3,00","18,90","17,99"
"Books","(theatre) History","9780521599887","Shakespeare's Globe Rebuilt","12,74","16,99","0,00","16,99","4,25","25,01%","10,00","67,96","127,40","0,00","4,00","17,00","16,99"
"Books","(theatre) History","9780521311700","Enter the Whole Army","17,99","23,99","0,00","23,99","6,00","25,01%","10,00","23,99","179,90","0,00","1,00","6,00","23,99"
"Books","(theatre) History","9780521543224","Playgoing 3rd edition","15,74","20,99","0,00","20,99","5,25","25,01%","6,00","20,99","94,44","0,00","1,00","5,25","20,99"
"Books","(theatre) Theatre Skills","9781848420106","Drama Games","5,39","8,99","0,00","8,99","3,60","40,04%","21,00","215,76","113,19","0,00","24,00","86,40","8,99"
"Books","(theatre) Theatre Skills","9781854598790","Actor?","5,39","8,99","0,00","8,99","3,60","40,04%","14,00","80,91","75,46","0,00","9,00","32,40","8,99"
"Books","(theatre) Theatre Skills","9781854599674","Different Every Night","8,99","14,99","0,00","14,99","6,00","40,03%","6,00","59,96","53,94","0,00","4,00","24,00","14,99"
"Books","(theatre) Theatre Skills","9781854597816","Performing Shakespeare","6,59","10,99","0,00","10,99","4,40","40,04%","6,00","43,96","39,54","0,00","4,00","17,60","10,99"
"Books","(theatre) Theatre Skills","9781854596741","Actions","5,39","8,99","0,00","8,99","3,60","40,04%","9,00","71,92","48,51","0,00","8,00","28,80","8,99"
"Books","(theatre) Theatre Skills","9780521852135","Pronouncing Shakespeare","8,99","14,99","0,00","14,99","6,00","40,03%","0,00","29,98","0,00","0,00","2,00","12,00","14,99"
"Books","(theatre) Theatre Skills","9781854597168","Playwright?","5,99","9,99","0,00","9,99","4,00","40,04%","17,00","79,92","101,83","0,00","8,00","32,00","9,99"
"Books","(theatre) Theatre Skills","9781854597793","Director?","7,79","12,99","0,00","12,99","5,20","40,03%","11,00","25,98","85,69","0,00","2,00","10,40","12,99"
"Gifts","Badge","5060182901873","Olympic Pin","2,50","6,00","1,00","5,00","2,50","41,67%","1.226,00","25,00","3.065,00","0,00","5,00","12,50","5,00"
"Gifts","Badge","8989898989","Silk Badge","1,70","4,50","0,75","3,75","2,05","45,56%","165,00","56,25","280,50","0,00","15,00","30,75","3,75"
"Gifts","Badge","89672233","Geo Pin Badge","0,35","1,50","0,25","1,25","0,90","60,00%","103,00","12,50","36,05","0,00","10,00","9,00","1,25"
"Gifts","Badge","859214","Love Badge Set","0,50","2,50","0,37","2,13","1,63","65,11%","217,00","34,08","108,50","0,00","16,00","26,04","2,13"
"Gifts","Badge","859213","Insults badge set","0,50","2,50","0,37","2,13","1,63","65,11%","459,00","23,43","229,50","0,00","11,00","17,90","2,13"
"Gifts","Badge","554422","Globe Theatre Badge Set","0,62","2,50","0,42","2,08","1,46","58,53%","377,00","45,76","233,74","0,00","22,00","32,19","2,08"
"Gifts","Badge","3365","Bard Brooch","1,90","6,00","1,00","5,00","3,10","51,67%","0,00","0,00","0,00","0,00","0,00","0,00","5,00"
"Gifts","Badge","255894","Bard Badge Set","1,10","3,00","0,50","2,50","1,40","46,67%","673,00","50,00","740,30","0,00","20,00","28,00","2,50"
"Gifts","Badge","25565","Wicked Badge Set","1,10","3,00","0,45","2,55","1,45","48,44%","367,00","181,05","403,70","0,00","71,00","103,18","2,55"
"Gifts","Badge","255123","R&J Badge Set","0,55","2,50","0,42","2,08","1,53","61,33%","351,00","47,84","193,05","0,00","23,00","35,27","2,08"
"Gifts","Badge","22546","Henry IV Badge Set","1,10","3,00","0,50","2,50","1,40","46,67%","477,00","47,50","524,70","0,00","19,00","26,60","2,50"
"Gifts","Badge","22154","Midsummer Badge Set","0,52","2,50","0,37","2,13","1,61","64,31%","176,00","46,86","91,52","0,00","22,00","35,37","2,13"
"Gifts","Badge","10000681","Theatre Pin Badge","0,41","2,50","0,42","2,08","1,67","66,93%","4.852,00","170,56","1.989,32","0,00","82,00","137,21","2,08"
"Gifts","Badge","10000679","Badge","0,09","0,50","0,08","0,42","0,33","65,33%","6.194,00","333,90","557,46","0,00","795,00","259,73","0,42"
"Gifts","Badge","58749","Ophelia's Song Badge Set","1,10","3,00","0,50","2,50","1,40","46,67%","788,00","225,00","866,80","0,00","90,00","126,00","2,50"
"Clothing & Bags","Bag","33521","Globe Theatre Bag","3,30","10,00","1,49","8,51","5,21","52,11%","290,00","348,91","957,00","0,00","41,00","213,63","8,51"
"Clothing & Bags","Bag","801","Lacework bag","17,50","30,00","5,00","25,00","7,50","25,00%","16,00","50,00","280,00","0,00","2,00","15,00","25,00"
"Clothing & Bags","Bag","74946578","Wicked Bag","6,65","18,00","3,00","15,00","8,35","46,39%","60,00","135,00","399,00","0,00","9,00","75,15","15,00"
"Clothing & Bags","Bag","665544","Stage Bag","2,75","10,00","1,67","8,33","5,58","55,83%","335,00","208,25","921,25","0,00","25,00","139,58","8,33"
"Clothing & Bags","Bag","55216","Midsummer Bag","2,50","10,00","1,67","8,33","5,83","58,33%","628,00","183,26","1.570,00","0,00","22,00","128,33","8,33"
"Clothing & Bags","Bag","887755","Damned Spot Tote","5,50","18,00","3,00","15,00","9,50","52,78%","254,00","270,00","1.397,00","0,00","18,00","171,00","15,00"
"Clothing & Bags","Bag","5055057212642","Blackwork Pouch","6,00","10,00","1,67","8,33","2,33","23,33%","44,00","33,32","264,00","0,00","4,00","9,33","8,33"
"Clothing & Bags","Bag","25589","All's Well Bag","2,50","10,00","1,67","8,33","5,83","58,33%","0,00","0,00","0,00","0,00","0,00","0,00","8,33"
"Clothing & Bags","Bag","1654987651","Complete Works Tote","7,00","20,00","3,33","16,67","9,67","48,33%","88,00","233,38","616,00","0,00","14,00","135,33","16,67"
"Clothing & Bags","Bag","124578","Ophelia's Song Tote","5,50","18,00","3,00","15,00","9,50","52,78%","471,00","270,00","2.590,50","0,00","18,00","171,00","15,00"
"Clothing & Bags","Bag","112565","Bard Bag","0,69","2,00","0,33","1,67","0,98","48,83%","638,00","370,74","440,22","0,00","222,00","216,83","1,67"
"Clothing & Bags","Bag","112552","Starvling Bag","0,87","2,00","0,33","1,67","0,80","39,83%","387,00","78,49","336,69","0,00","47,00","37,44","1,67"
"Clothing & Bags","Bag","513041966","Much Ado Jute","1,69","8,00","1,33","6,67","4,98","62,21%","0,00","0,00","0,00","0,00","0,00","0,00","6,67"
"Clothing & Bags","Bag","27559","Faustus Tote","6,00","18,00","3,00","15,00","9,00","50,00%","0,00","0,00","0,00","0,00","0,00","0,00","15,00"
"Gifts","Bookmark","12253","Silk Bookmark","2,10","5,00","0,83","4,17","2,07","41,33%","124,00","145,95","260,40","0,00","35,00","72,33","4,17"
"Gifts","Bookmark","34624586","Shakespeare Bookmark","0,27","1,00","0,17","0,83","0,56","56,33%","4.316,00","555,27","1.165,32","0,00","669,00","376,85","0,83"
"Gifts","Bookmark","52366234","Magnetic Bookmark","0,35","2,00","0,33","1,67","1,32","65,83%","1.816,00","454,24","635,60","0,00","272,00","358,14","1,67"
